Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-22T07:04:32.954Z","Included","claude-4-sonnet-thinking","Yes","1823","351","197260","150","199584","0.02"
"2025-09-22T07:04:17.200Z","Included","claude-4-sonnet-thinking","Yes","196","351","197064","88","197699","0.01"
"2025-09-22T07:04:05.203Z","Included","claude-4-sonnet-thinking","Yes","5472","2974","191592","595","200633","0.02"
"2025-09-22T07:04:01.169Z","Included","claude-4-sonnet-thinking","Yes","181081","4780","10511","139","196511","0.17"
"2025-09-22T06:36:40.653Z","Included","claude-4-sonnet-thinking","Yes","379","358","190855","397","191989","0.02"
"2025-09-22T06:35:47.744Z","Included","claude-4-sonnet-thinking","Yes","265","385","190590","121","191361","0.01"
"2025-09-22T06:35:41.184Z","Included","claude-4-sonnet-thinking","Yes","271","357","190319","137","191084","0.01"
"2025-09-22T06:35:34.104Z","Included","claude-4-sonnet-thinking","Yes","297","357","190022","106","190782","0.01"
"2025-09-22T06:35:17.531Z","Included","claude-4-sonnet-thinking","Yes","414","511","189608","119","190652","0.01"
"2025-09-22T06:34:36.405Z","Included","claude-4-sonnet-thinking","Yes","206","375","189402","299","190282","0.01"
"2025-09-22T06:34:15.390Z","Included","claude-4-sonnet-thinking","Yes","229","355","189173","130","189887","0.01"
"2025-09-22T06:34:03.068Z","Included","claude-4-sonnet-thinking","Yes","1828","351","187345","113","189637","0.02"
"2025-09-22T06:33:55.099Z","Included","claude-4-sonnet-thinking","Yes","285","351","187060","99","187795","0.01"
"2025-09-22T06:33:43.754Z","Included","claude-4-sonnet-thinking","Yes","194","349","186866","119","187528","0.01"
"2025-09-22T06:33:33.325Z","Included","claude-4-sonnet-thinking","Yes","740","0","186126","93","186959","0.01"
"2025-09-22T06:33:27.692Z","Included","claude-4-sonnet-thinking","Yes","292","0","185834","393","186519","0.02"
"2025-09-22T06:33:19.457Z","Included","claude-4-sonnet-thinking","Yes","291","0","185543","122","185956","0.01"
"2025-09-22T06:33:13.242Z","Included","claude-4-sonnet-thinking","Yes","285","0","185258","176","185719","0.01"
"2025-09-22T06:33:07.347Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","259","0","184999","107","185365","0.01"
"2025-09-22T06:32:56.681Z","Included","claude-4-sonnet-thinking","Yes","369","349","184630","204","185552","0.01"
"2025-09-22T06:32:39.183Z","Included","claude-4-sonnet-thinking","Yes","189","351","184441","114","185095","0.01"
"2025-09-22T06:32:28.155Z","Included","claude-4-sonnet-thinking","Yes","415","0","184026","90","184531","0.01"
"2025-09-22T06:32:22.818Z","Included","claude-4-sonnet-thinking","Yes","478","0","183548","298","184324","0.01"
"2025-09-22T06:32:14.985Z","Included","claude-4-sonnet-thinking","Yes","457","0","183091","142","183690","0.01"
"2025-09-22T06:32:07.260Z","Included","claude-4-sonnet-thinking","Yes","487","0","182604","195","183286","0.01"
"2025-09-22T06:32:00.222Z","Included","claude-4-sonnet-thinking","Yes","394","0","182210","215","182819","0.01"
"2025-09-22T06:31:18.090Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","1057","0","181153","126","182336","0.01"
"2025-09-22T06:30:57.172Z","Included","claude-4-sonnet-thinking","Yes","771","0","180382","561","181714","0.02"
"2025-09-22T06:30:51.788Z","Included","claude-4-sonnet-thinking","Yes","539","0","179843","399","180781","0.01"
"2025-09-22T06:30:44.205Z","Included","claude-4-sonnet-thinking","Yes","588","0","179255","138","179981","0.01"
"2025-09-22T06:30:27.907Z","Included","claude-4-sonnet-thinking","Yes","874","351","178381","340","179946","0.01"
"2025-09-22T06:30:16.227Z","Included","claude-4-sonnet-thinking","Yes","1470","0","176911","91","178472","0.01"
"2025-09-22T06:30:11.216Z","Included","claude-4-sonnet-thinking","Yes","1089","0","175822","979","177890","0.02"
"2025-09-22T06:29:55.330Z","Included","claude-4-sonnet-thinking","Yes","1684","351","174138","148","176321","0.01"
"2025-09-22T06:29:49.091Z","Included","claude-4-sonnet-thinking","Yes","838","348","173300","101","174587","0.01"
"2025-09-22T06:29:43.896Z","Included","claude-4-sonnet-thinking","Yes","4427","357","168873","85","173742","0.02"
"2025-09-22T06:29:37.610Z","Included","claude-4-sonnet-thinking","Yes","158362","4128","10511","120","173121","0.15"
"2025-09-22T06:21:35.971Z","Included","claude-4-sonnet-thinking","Yes","374","358","168228","310","169270","0.01"
"2025-09-22T06:21:29.514Z","Included","claude-4-sonnet-thinking","Yes","391","364","167837","116","168708","0.01"
"2025-09-22T06:21:23.043Z","Included","claude-4-sonnet-thinking","Yes","202","350","167635","101","168288","0.01"
"2025-09-22T06:21:18.854Z","Included","claude-4-sonnet-thinking","Yes","193","16","167442","92","167743","0.01"
"2025-09-22T06:20:20.461Z","Included","claude-4-sonnet-thinking","Yes","446","589","166996","200","168231","0.01"
"2025-09-22T06:20:14.602Z","Included","claude-4-sonnet-thinking","Yes","259","353","166737","362","167711","0.01"
"2025-09-22T06:20:06.109Z","Included","claude-4-sonnet-thinking","Yes","211","348","166526","128","167213","0.01"
"2025-09-22T06:20:02.645Z","Included","claude-4-sonnet-thinking","Yes","156015","19","10511","98","166643","0.14"
"2025-09-22T06:14:42.908Z","Included","claude-4-sonnet-thinking","Yes","0","15","166004","504","166523","0.01"
"2025-09-22T05:59:21.057Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","484","0","10","494","0.000"
"2025-09-22T05:44:05.444Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","716","0","10","726","0.000"
"2025-09-22T05:43:57.448Z","Included","claude-4-sonnet-thinking","Yes","962","0","164555","440","165957","0.01"
"2025-09-22T05:43:17.096Z","Included","claude-4-sonnet-thinking","Yes","221","375","164334","274","165204","0.01"
"2025-09-22T05:43:04.418Z","Included","claude-4-sonnet-thinking","Yes","585","368","163749","145","164847","0.01"
"2025-09-22T05:42:58.437Z","Included","claude-4-sonnet-thinking","Yes","475","0","163274","104","163853","0.01"
"2025-09-22T05:42:46.138Z","Included","claude-4-sonnet-thinking","Yes","966","368","162308","228","163870","0.01"
"2025-09-22T05:42:37.793Z","Included","claude-4-sonnet-thinking","Yes","220","380","162088","137","162825","0.01"
"2025-09-22T05:41:58.756Z","Included","claude-4-sonnet-thinking","Yes","257","374","161831","139","162601","0.01"
"2025-09-22T05:41:18.316Z","Included","claude-4-sonnet-thinking","Yes","237","375","161594","171","162377","0.01"
"2025-09-22T05:41:05.845Z","Included","claude-4-sonnet-thinking","Yes","611","369","160983","156","162119","0.01"
"2025-09-22T05:40:53.385Z","Included","claude-4-sonnet-thinking","Yes","582","367","160401","138","161488","0.01"
"2025-09-22T05:40:37.240Z","Included","claude-4-sonnet-thinking","Yes","1403","0","158998","104","160505","0.01"
"2025-09-22T05:40:20.005Z","Included","claude-4-sonnet-thinking","Yes","4429","367","154569","864","160229","0.02"
"2025-09-22T05:40:13.172Z","Included","claude-4-sonnet-thinking","Yes","503","0","154066","101","154670","0.01"
"2025-09-22T05:40:08.705Z","Included","claude-4-sonnet-thinking","Yes","305","0","153761","239","154305","0.01"
"2025-09-22T05:40:03.745Z","Included","claude-4-sonnet-thinking","Yes","395","0","153366","148","153909","0.01"
"2025-09-22T05:39:48.617Z","Included","claude-4-sonnet-thinking","Yes","4458","367","148908","234","153967","0.02"
"2025-09-22T05:39:40.501Z","Included","claude-4-sonnet-thinking","Yes","218","379","148690","136","149423","0.01"
"2025-09-22T05:39:03.430Z","Included","claude-4-sonnet-thinking","Yes","268","367","148422","137","149194","0.01"
"2025-09-22T05:38:26.107Z","Included","claude-4-sonnet-thinking","Yes","252","375","148170","122","148919","0.01"
"2025-09-22T05:38:13.960Z","Included","claude-4-sonnet-thinking","Yes","591","369","147579","134","148673","0.01"
"2025-09-22T05:38:06.860Z","Included","claude-4-sonnet-thinking","Yes","561","0","147018","104","147683","0.01"
"2025-09-22T05:37:54.028Z","Included","claude-4-sonnet-thinking","Yes","971","369","146047","288","147675","0.01"
"2025-09-22T05:37:45.885Z","Included","claude-4-sonnet-thinking","Yes","303","380","145744","124","146551","0.01"
"2025-09-22T05:37:06.615Z","Included","claude-4-sonnet-thinking","Yes","223","375","145521","186","146305","0.01"
"2025-09-22T05:36:55.094Z","Included","claude-4-sonnet-thinking","Yes","612","375","144909","142","146038","0.01"
"2025-09-22T05:36:49.189Z","Included","claude-4-sonnet-thinking","Yes","307","0","144602","112","145021","0.01"
"2025-09-22T05:36:44.768Z","Included","claude-4-sonnet-thinking","Yes","295","0","144307","151","144753","0.01"
"2025-09-22T05:36:32.719Z","Included","claude-4-sonnet-thinking","Yes","1007","375","143300","139","144821","0.01"
"2025-09-22T05:36:26.362Z","Included","claude-4-sonnet-thinking","Yes","688","0","142612","112","143412","0.01"
"2025-09-22T05:36:11.807Z","Included","claude-4-sonnet-thinking","Yes","4538","375","138074","353","143340","0.02"
"2025-09-22T05:36:06.252Z","Included","claude-4-sonnet-thinking","Yes","284","0","137790","117","138191","0.01"
"2025-09-22T05:36:01.263Z","Included","claude-4-sonnet-thinking","Yes","253","0","137537","142","137932","0.01"
"2025-09-22T05:35:55.710Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","244","0","137293","107","137644","0.01"
"2025-09-22T05:35:49.883Z","Included","claude-4-sonnet-thinking","Yes","651","0","136642","142","137435","0.01"
"2025-09-22T05:35:44.007Z","Included","claude-4-sonnet-thinking","Yes","491","0","136151","285","136927","0.01"
"2025-09-22T05:35:26.819Z","Included","claude-4-sonnet-thinking","Yes","4519","370","131632","276","136797","0.01"
"2025-09-22T05:35:14.314Z","Included","claude-4-sonnet-thinking","Yes","583","366","131049","147","132145","0.01"
"2025-09-22T05:35:08.109Z","Included","claude-4-sonnet-thinking","Yes","487","0","130562","106","131155","0.01"
"2025-09-22T05:34:52.647Z","Included","claude-4-sonnet-thinking","Yes","4549","366","126013","257","131185","0.01"
"2025-09-22T05:34:12.058Z","Included","claude-4-sonnet-thinking","Yes","223","375","125790","166","126554","0.01"
"2025-09-22T05:33:58.934Z","Included","claude-4-sonnet-thinking","Yes","593","370","125197","142","126302","0.01"
"2025-09-22T05:33:40.626Z","Included","claude-4-sonnet-thinking","Yes","1458","0","123739","109","125306","0.01"
"2025-09-22T05:33:35.906Z","Included","claude-4-sonnet-thinking","Yes","190","0","123549","785","124524","0.01"
"2025-09-22T05:33:31.151Z","Included","claude-4-sonnet-thinking","Yes","594","0","122955","119","123668","0.01"
"2025-09-22T05:33:26.623Z","Included","claude-4-sonnet-thinking","Yes","203","0","122752","123","123078","0.01"
"2025-09-22T05:33:21.557Z","Included","claude-4-sonnet-thinking","Yes","180","0","122572","132","122884","0.01"
"2025-09-22T05:33:16.886Z","Included","claude-4-sonnet-thinking","Yes","191","0","122381","109","122681","0.01"
"2025-09-22T05:33:02.962Z","Included","claude-4-sonnet-thinking","Yes","4502","370","117879","171","122922","0.01"
"2025-09-22T05:32:54.012Z","Included","claude-4-sonnet-thinking","Yes","356","380","117523","130","118389","0.01"
"2025-09-22T05:32:14.577Z","Included","claude-4-sonnet-thinking","Yes","223","375","117300","204","118102","0.01"
"2025-09-22T05:32:01.979Z","Included","claude-4-sonnet-thinking","Yes","584","367","116716","142","117809","0.01"
"2025-09-22T05:31:54.416Z","Included","claude-4-sonnet-thinking","Yes","750","0","115966","106","116822","0.01"
"2025-09-22T05:31:49.195Z","Included","claude-4-sonnet-thinking","Yes","361","0","115605","415","116381","0.01"
"2025-09-22T05:31:45.337Z","Included","claude-4-sonnet-thinking","Yes","167","0","115438","107","115712","0.01"
"2025-09-22T05:31:41.042Z","Included","claude-4-sonnet-thinking","Yes","372","0","115066","101","115539","0.01"
"2025-09-22T05:31:35.896Z","Included","claude-4-sonnet-thinking","Yes","240","0","114826","130","115196","0.01"
"2025-09-22T05:31:20.187Z","Included","claude-4-sonnet-thinking","Yes","4476","367","110350","220","115413","0.01"
"2025-09-22T05:31:12.413Z","Included","claude-4-sonnet-thinking","Yes","425","381","109925","144","110875","0.01"
"2025-09-22T05:31:02.425Z","Included","claude-4-sonnet-thinking","Yes","242","379","109683","195","110499","0.01"
"2025-09-22T05:30:53.562Z","Included","claude-4-sonnet-thinking","Yes","955","0","108728","151","109834","0.01"
"2025-09-22T05:30:46.676Z","Included","claude-4-sonnet-thinking","Yes","392","504","108336","288","109520","0.01"
"2025-09-22T05:30:37.277Z","Included","claude-4-sonnet-thinking","Yes","686","525","107650","240","109101","0.01"
"2025-09-22T05:29:56.675Z","Included","claude-4-sonnet-thinking","Yes","393","374","107257","360","108384","0.01"
"2025-09-22T05:29:13.305Z","Included","claude-4-sonnet-thinking","Yes","212","375","107045","285","107917","0.01"
"2025-09-22T05:29:07.483Z","Included","claude-4-sonnet-thinking","Yes","184","357","106861","131","107533","0.01"
"2025-09-22T05:29:02.972Z","Included","claude-4-sonnet-thinking","Yes","106","0","106755","110","106971","0.01"
"2025-09-22T05:28:59.238Z","Included","claude-4-sonnet-thinking","Yes","132","381","106623","81","107217","0.01"
"2025-09-22T05:28:55.852Z","Included","claude-4-sonnet-thinking","Yes","123","0","106500","117","106740","0.01"
"2025-09-22T05:28:50.376Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","196","377","106304","89","106966","0.01"
"2025-09-22T05:28:45.945Z","Included","claude-4-sonnet-thinking","Yes","416","28","105888","148","106480","0.01"
"2025-09-22T05:28:10.452Z","Included","auto","No","96773","90850","2600111","21977","2809711","1.02"
"2025-09-22T05:28:02.322Z","Included","claude-4-sonnet-thinking","Yes","255","386","105633","423","106697","0.01"
"2025-09-22T05:27:56.765Z","Included","claude-4-sonnet-thinking","Yes","1135","391","104498","129","106153","0.01"
"2025-09-22T05:27:52.746Z","Included","claude-4-sonnet-thinking","Yes","0","36","104498","159","104693","0.01"
"2025-09-22T05:27:26.771Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","391","0","10","401","0.000"
"2025-09-22T05:26:39.709Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","246","403","104401","130","105180","0.01"
"2025-09-22T05:26:20.555Z","Included","auto","No","438","0","95441","103","95982","0.03"
"2025-09-22T05:25:29.751Z","Included","claude-4-sonnet-thinking","Yes","252","375","104149","232","105008","0.01"
"2025-09-22T05:25:19.117Z","Included","claude-4-sonnet-thinking","Yes","221","398","103928","171","104718","0.01"
"2025-09-22T05:25:11.962Z","Included","claude-4-sonnet-thinking","Yes","591","0","103337","135","104063","0.01"
"2025-09-22T05:24:51.388Z","Included","claude-4-sonnet-thinking","Yes","5950","369","97387","354","104060","0.01"
"2025-09-22T05:24:43.181Z","Included","claude-4-sonnet-thinking","Yes","303","397","97084","144","97928","0.01"
"2025-09-22T05:24:32.197Z","Included","claude-4-sonnet-thinking","Yes","233","398","96851","219","97701","0.01"
"2025-09-22T05:24:21.989Z","Included","claude-4-sonnet-thinking","Yes","653","0","96198","142","96993","0.01"
"2025-09-22T05:24:16.698Z","Included","claude-4-sonnet-thinking","Yes","328","0","95870","368","96566","0.01"
"2025-09-22T05:24:09.680Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","456","0","95414","122","95992","0.01"
"2025-09-22T05:24:05.027Z","Included","claude-4-sonnet-thinking","Yes","350","0","95064","391","95805","0.01"
"2025-09-22T05:24:00.009Z","Included","claude-4-sonnet-thinking","Yes","547","0","94517","111","95175","0.01"
"2025-09-22T05:23:54.098Z","Included","claude-4-sonnet-thinking","Yes","559","0","93958","127","94644","0.01"
"2025-09-22T05:23:51.217Z","Included","auto","No","471","0","94971","122","95564","0.03"
"2025-09-22T05:23:49.994Z","Included","claude-4-sonnet-thinking","Yes","355","0","93603","306","94264","0.01"
"2025-09-22T05:23:39.105Z","Included","claude-4-sonnet-thinking","Yes","657","0","92946","122","93725","0.01"
"2025-09-22T05:23:29.906Z","Included","claude-4-sonnet-thinking","Yes","336","0","92610","403","93349","0.01"
"2025-09-22T05:23:25.823Z","Included","claude-4-sonnet-thinking","Yes","410","0","92200","111","92721","0.01"
"2025-09-22T05:23:19.317Z","Included","claude-4-sonnet-thinking","Yes","587","0","91613","136","92336","0.01"
"2025-09-22T05:23:12.881Z","Included","claude-4-sonnet-thinking","Yes","452","0","91161","335","91948","0.01"
"2025-09-22T05:22:45.806Z","Included","auto","No","10233","0","343797","234","354264","0.10"
"2025-09-22T05:22:22.727Z","Included","claude-4-sonnet-thinking","Yes","499","390","90662","221","91772","0.01"
"2025-09-22T05:22:12.371Z","Included","claude-4-sonnet-thinking","Yes","633","389","90029","350","91401","0.01"
"2025-09-22T05:22:05.661Z","Included","claude-4-sonnet-thinking","Yes","340","387","89689","150","90566","0.01"
"2025-09-22T05:21:58.551Z","Included","claude-4-sonnet-thinking","Yes","196","2","89493","203","89894","0.01"
"2025-09-22T05:21:54.878Z","Included","claude-4-sonnet-thinking","Yes","452","38","89041","88","89619","0.01"
"2025-09-22T05:19:17.199Z","Included","claude-4-sonnet-thinking","Yes","194","377","88847","459","89877","0.01"
"2025-09-22T05:18:08.645Z","Included","claude-4-sonnet-thinking","Yes","350","378","88497","112","89337","0.01"
"2025-09-22T05:17:21.051Z","Included","auto","No","77616","0","175972","299","253887","0.14"
"2025-09-22T05:17:00.031Z","Included","claude-4-sonnet-thinking","Yes","619","396","87878","113","89006","0.01"
"2025-09-22T05:16:57.318Z","Included","claude-4-sonnet-thinking","Yes","24","2","87854","131","88011","0.01"
"2025-09-22T05:16:32.670Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","367","0","10","377","0.000"
"2025-09-22T05:15:47.204Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","213","381","87762","105","88461","0.01"
"2025-09-22T05:15:36.757Z","Included","claude-4-sonnet-thinking","Yes","77251","3","10511","192","87957","0.07"
"2025-09-22T05:14:55.554Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-22T05:14:42.387Z","Included","claude-4-sonnet-thinking","Yes","391","0","542661","1","543053","0.04"
"2025-09-22T05:14:18.085Z","Included","claude-4-sonnet-thinking","Yes","2281","394","540380","160","543215","0.04"
"2025-09-22T05:12:45.936Z","Included","claude-4-sonnet-thinking","Yes","289","381","540091","236","540997","0.04"
"2025-09-22T05:12:27.988Z","Included","claude-4-sonnet-thinking","Yes","1030","395","539061","149","540635","0.04"
"2025-09-22T05:12:16.747Z","Included","claude-4-sonnet-thinking","Yes","543","0","538518","135","539196","0.04"
"2025-09-22T05:12:04.815Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","502","0","538016","277","538795","0.04"
"2025-09-22T05:10:48.887Z","Included","claude-4-sonnet-thinking","Yes","294","418","537722","334","538768","0.04"
"2025-09-22T05:09:35.118Z","Included","claude-4-sonnet-thinking","Yes","214","385","537508","208","538315","0.04"
"2025-09-22T05:09:20.477Z","Included","claude-4-sonnet-thinking","Yes","424","531","537084","133","538172","0.04"
"2025-09-22T05:07:48.373Z","Included","claude-4-sonnet-thinking","Yes","290","382","536794","302","537768","0.04"
"2025-09-22T05:07:29.055Z","Included","claude-4-sonnet-thinking","Yes","1030","395","535764","150","537339","0.04"
"2025-09-22T05:07:17.449Z","Included","claude-4-sonnet-thinking","Yes","639","0","535125","135","535899","0.04"
"2025-09-22T05:07:07.818Z","Included","claude-4-sonnet-thinking","Yes","377","0","534748","357","535482","0.04"
"2025-09-22T05:06:57.622Z","Included","claude-4-sonnet-thinking","Yes","466","0","534282","134","534882","0.04"
"2025-09-22T05:05:28.948Z","Included","claude-4-sonnet-thinking","Yes","352","380","533930","197","534859","0.04"
"2025-09-22T05:05:10.113Z","Included","claude-4-sonnet-thinking","Yes","1077","392","532853","212","534534","0.04"
"2025-09-22T05:04:54.008Z","Included","claude-4-sonnet-thinking","Yes","1104","0","531749","189","533042","0.04"
"2025-09-22T05:04:44.683Z","Included","claude-4-sonnet-thinking","Yes","241","0","531508","485","532234","0.04"
"2025-09-22T05:04:35.557Z","Included","claude-4-sonnet-thinking","Yes","180","0","531328","108","531616","0.04"
"2025-09-22T05:04:25.529Z","Included","claude-4-sonnet-thinking","Yes","374","0","530954","109","531437","0.04"
"2025-09-22T05:04:15.230Z","Included","claude-4-sonnet-thinking","Yes","174","0","530780","169","531123","0.04"
"2025-09-22T05:03:49.469Z","Included","claude-4-sonnet-thinking","Yes","2047","393","528733","154","531327","0.04"
"2025-09-22T05:03:36.845Z","Included","claude-4-sonnet-thinking","Yes","669","0","528064","130","528863","0.04"
"2025-09-22T05:03:25.873Z","Included","claude-4-sonnet-thinking","Yes","386","0","527678","384","528448","0.04"
"2025-09-22T05:02:01.373Z","Included","claude-4-sonnet-thinking","Yes","361","418","527317","158","528254","0.04"
"2025-09-22T05:00:29.328Z","Included","claude-4-sonnet-thinking","Yes","285","380","527032","234","527931","0.04"
"2025-09-22T05:00:06.195Z","Included","claude-4-sonnet-thinking","Yes","1619","396","525413","145","527573","0.04"
"2025-09-22T04:59:52.800Z","Included","claude-4-sonnet-thinking","Yes","844","0","524569","134","525547","0.04"
"2025-09-22T04:58:22.591Z","Included","claude-4-sonnet-thinking","Yes","394","382","524175","454","525405","0.04"
"2025-09-22T04:57:57.218Z","Included","claude-4-sonnet-thinking","Yes","1619","396","522556","254","524825","0.04"
"2025-09-22T04:57:44.697Z","Included","claude-4-sonnet-thinking","Yes","795","0","521761","134","522690","0.04"
"2025-09-22T04:57:34.893Z","Included","claude-4-sonnet-thinking","Yes","399","0","521362","389","522150","0.04"
"2025-09-22T04:57:10.102Z","Included","claude-4-sonnet-thinking","Yes","5864","398","515498","214","521974","0.04"
"2025-09-22T04:56:44.256Z","Included","auto","No","74620","0","7128","459","82207","0.10"
"2025-09-22T04:55:47.640Z","Included","claude-4-sonnet-thinking","Yes","331","423","515167","146","516067","0.04"
"2025-09-22T04:55:39.412Z","Included","claude-4-sonnet-thinking","Yes","504656","14","10511","154","515335","0.46"
"2025-09-22T04:41:48.921Z","Included","claude-4-sonnet-thinking","Yes","585","570","514396","193","515744","0.04"
"2025-09-22T04:40:21.177Z","Included","claude-4-sonnet-thinking","Yes","412","381","513984","463","515240","0.04"
"2025-09-22T04:40:00.903Z","Included","claude-4-sonnet-thinking","Yes","5002","393","508982","272","514649","0.04"
"2025-09-22T04:39:49.652Z","Included","claude-4-sonnet-thinking","Yes","749","0","508233","131","509113","0.04"
"2025-09-22T04:39:37.261Z","Included","claude-4-sonnet-thinking","Yes","434","0","507799","481","508714","0.04"
"2025-09-22T04:39:22.236Z","Included","claude-4-sonnet-thinking","Yes","605","542","507194","206","508547","0.04"
"2025-09-22T04:39:00.217Z","Included","claude-4-sonnet-thinking","Yes","9008","398","498186","481","508073","0.05"
"2025-09-22T04:37:37.187Z","Included","claude-4-sonnet-thinking","Yes","305","385","497881","216","498787","0.04"
"2025-09-22T04:37:20.929Z","Included","claude-4-sonnet-thinking","Yes","680","378","497201","165","498424","0.04"
"2025-09-22T04:37:11.315Z","Included","claude-4-sonnet-thinking","Yes","388","0","496813","117","497318","0.04"
"2025-09-22T04:36:54.975Z","Included","claude-4-sonnet-thinking","Yes","4960","390","491853","207","497410","0.04"
"2025-09-22T04:36:45.895Z","Included","claude-4-sonnet-thinking","Yes","334","0","491519","130","491983","0.04"
"2025-09-22T04:36:29.457Z","Included","claude-4-sonnet-thinking","Yes","9049","394","482470","245","492158","0.04"
"2025-09-22T04:36:19.665Z","Included","claude-4-sonnet-thinking","Yes","400","0","482070","135","482605","0.04"
"2025-09-22T04:36:11.112Z","Included","claude-4-sonnet-thinking","Yes","260","0","481810","202","482272","0.04"
"2025-09-22T04:35:56.085Z","Included","claude-4-sonnet-thinking","Yes","4871","382","476939","124","482316","0.04"
"2025-09-22T04:35:43.896Z","Included","claude-4-sonnet-thinking","Yes","309","393","476630","148","477480","0.04"
"2025-09-22T04:35:31.649Z","Included","claude-4-sonnet-thinking","Yes","297","391","476333","196","477217","0.04"
"2025-09-22T04:34:07.739Z","Included","claude-4-sonnet-thinking","Yes","309","384","476024","216","476933","0.04"
"2025-09-22T04:33:51.259Z","Included","claude-4-sonnet-thinking","Yes","680","379","475344","163","476566","0.04"
"2025-09-22T04:33:40.870Z","Included","claude-4-sonnet-thinking","Yes","603","0","474741","119","475463","0.04"
"2025-09-22T04:33:22.184Z","Included","claude-4-sonnet-thinking","Yes","4894","381","469847","380","475502","0.04"
"2025-09-22T04:33:12.842Z","Included","claude-4-sonnet-thinking","Yes","462","0","469385","119","469966","0.03"
"2025-09-22T04:33:05.067Z","Included","claude-4-sonnet-thinking","Yes","334","0","469051","227","469612","0.03"
"2025-09-22T04:32:57.218Z","Included","claude-4-sonnet-thinking","Yes","7","20","469044","145","469216","0.03"
"2025-09-22T04:32:17.297Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-22T04:31:58.902Z","Included","claude-4-sonnet-thinking","Yes","4946","381","464098","137","469562","0.04"
"2025-09-22T04:31:42.582Z","Included","claude-4-sonnet-thinking","Yes","682","379","463416","163","464640","0.03"
"2025-09-22T04:31:33.659Z","Included","claude-4-sonnet-thinking","Yes","489","0","462927","119","463535","0.03"
"2025-09-22T04:31:14.644Z","Included","claude-4-sonnet-thinking","Yes","4487","384","458440","316","463627","0.04"
"2025-09-22T04:31:03.995Z","Included","claude-4-sonnet-thinking","Yes","658","0","457782","122","458562","0.03"
"2025-09-22T04:30:56.208Z","Included","claude-4-sonnet-thinking","Yes","289","0","457493","342","458124","0.03"
"2025-09-22T04:30:40.326Z","Included","claude-4-sonnet-thinking","Yes","5001","384","452492","147","458024","0.04"
"2025-09-22T04:30:21.765Z","Included","claude-4-sonnet-thinking","Yes","689","386","451803","230","453108","0.03"
"2025-09-22T04:30:11.276Z","Included","claude-4-sonnet-thinking","Yes","617","0","451186","124","451927","0.03"
"2025-09-22T04:30:03.140Z","Included","claude-4-sonnet-thinking","Yes","398","0","450788","334","451520","0.03"
"2025-09-22T04:29:44.947Z","Included","claude-4-sonnet-thinking","Yes","5010","386","445778","234","451408","0.04"
"2025-09-22T04:29:34.794Z","Included","claude-4-sonnet-thinking","Yes","364","396","445414","139","446313","0.03"
"2025-09-22T04:29:23.497Z","Included","claude-4-sonnet-thinking","Yes","354","391","445060","201","446006","0.03"
"2025-09-22T04:28:00.954Z","Included","claude-4-sonnet-thinking","Yes","293","383","444767","224","445667","0.03"
"2025-09-22T04:26:43.932Z","Included","claude-4-sonnet-thinking","Yes","319","386","444448","133","445286","0.03"
"2025-09-22T04:26:30.097Z","Included","claude-4-sonnet-thinking","Yes","433937","17","10511","126","444591","0.39"
"2025-09-22T03:24:05.982Z","Included","claude-4-sonnet-thinking","Yes","421","496","443822","212","444951","0.03"
"2025-09-22T03:23:54.292Z","Included","claude-4-sonnet-thinking","Yes","1937","361","441885","305","444488","0.03"
"2025-09-22T03:23:35.044Z","Included","claude-4-sonnet-thinking","Yes","8935","395","432950","205","442485","0.04"
"2025-09-22T03:23:23.977Z","Included","claude-4-sonnet-thinking","Yes","826","0","432124","133","433083","0.03"
"2025-09-22T03:23:06.094Z","Included","claude-4-sonnet-thinking","Yes","8851","398","423273","464","432986","0.04"
"2025-09-22T03:22:59.002Z","Included","claude-4-sonnet-thinking","Yes","247","0","423026","165","423438","0.03"
"2025-09-22T03:22:49.920Z","Included","claude-4-sonnet-thinking","Yes","198","0","422828","109","423135","0.03"
"2025-09-22T03:22:39.225Z","Included","claude-4-sonnet-thinking","Yes","768","0","422060","128","422956","0.03"
"2025-09-22T03:22:21.212Z","Included","claude-4-sonnet-thinking","Yes","8887","396","413173","412","422868","0.04"
"2025-09-22T03:21:58.039Z","Included","claude-4-sonnet-thinking","Yes","1572","385","411601","211","413769","0.03"
